DATA_VENDA,ANO,MES,DIA,CANAL,QTD_VENDAS,QTD_CLIENTES,RECEITA_TOTAL
2025-05-16,2025.0,5.0,16.0,LOJA FÍSICA,332567.0,271381.0,25501749.380000003
2025-02-23,2025.0,2.0,23.0,LOJA FÍSICA,238234.0,180527.0,15117794.24
2025-04-06,2025.0,4.0,6.0,LOJA FÍSICA,273559.0,212851.0,18184316.290000003
2025-05-27,2025.0,5.0,27.0,LOJA FÍSICA,282293.0,232649.0,22372425.26
2026-02-12,2026.0,2.0,12.0,LOJA FÍSICA,316276.0,259729.0,25610609.760000005
2025-01-18,2025.0,1.0,18.0,LOJA FÍSICA,311118.0,247027.0,21830238.9
2025-01-25,2025.0,1.0,25.0,LOJA FÍSICA,296100.0,233302.0,20401352.82
2025-06-10,2025.0,6.0,10.0,LOJA FÍSICA,324127.0,272042.0,26280497.830000002
2025-11-04,2025.0,11.0,4.0,LOJA FÍSICA,340778.0,290204.0,28297730.419999998
2026-05-01,2026.0,5.0,1.0,TELEVENDAS,3111.0,2960.0,375343.05
2026-03-23,2026.0,3.0,23.0,LOJA FÍSICA,301632.0,246195.0,23568417.77
2025-06-17,2025.0,6.0,17.0,OUTROS,3084.0,3036.0,252719.64
2025-07-07,2025.0,7.0,7.0,LOJA FÍSICA,353586.0,303385.0,28802311.43
2025-04-02,2025.0,4.0,2.0,LOJA FÍSICA,284630.0,228853.0,22114155.590000004
2025-03-18,2025.0,3.0,18.0,LOJA FÍSICA,309874.0,249792.0,22977808.159999996
2025-11-10,2025.0,11.0,10.0,LOJA FÍSICA,367511.0,310858.0,30572932.259999998
2025-04-24,2025.0,4.0,24.0,LOJA FÍSICA,291582.0,239186.0,22522598.17
2025-08-30,2025.0,8.0,30.0,LOJA FÍSICA,331604.0,278475.0,24869453.009999998
2025-05-28,2025.0,5.0,28.0,LOJA FÍSICA,268141.0,220960.0,21513502.73
2025-09-05,2025.0,9.0,5.0,LOJA FÍSICA,366761.0,320109.0,31975406.04
2026-05-01,2026.0,5.0,1.0,LOJA FÍSICA,313235.0,236116.0,23312723.86
2025-07-28,2025.0,7.0,28.0,LOJA FÍSICA,275436.0,227402.0,21500478.58
2025-02-28,2025.0,2.0,28.0,LOJA FÍSICA,352587.0,286479.0,28130514.04
2026-04-16,2026.0,4.0,16.0,LOJA FÍSICA,319270.0,263282.0,25369121.830000002
2025-09-01,2025.0,9.0,1.0,LOJA FÍSICA,325816.0,282185.0,26642458.08
2025-10-05,2025.0,10.0,5.0,LOJA FÍSICA,273518.0,221404.0,18868175.29
2025-05-03,2025.0,5.0,3.0,LOJA FÍSICA,333766.0,267896.0,24453701.57
2025-12-06,2025.0,12.0,6.0,LOJA FÍSICA,383859.0,318298.0,29900430.98
2025-12-13,2025.0,12.0,13.0,LOJA FÍSICA,349752.0,281766.0,25595451.62
2025-11-05,2025.0,11.0,5.0,LOJA FÍSICA,348996.0,300166.0,29676360.2
2026-01-19,2026.0,1.0,19.0,APP,4843.0,4685.0,767502.3299999998
2025-12-05,2025.0,12.0,5.0,LOJA FÍSICA,383681.0,323372.0,34229545.839999996
2025-12-27,2025.0,12.0,27.0,LOJA FÍSICA,326732.0,259457.0,23953694.91
2025-06-02,2025.0,6.0,2.0,TELEVENDAS,4344.0,4154.0,719892.5299999999
2025-03-09,2025.0,3.0,9.0,OUTROS,3278.0,3217.0,257081.58000000002
2025-12-09,2025.0,12.0,9.0,APP,3951.0,3827.0,877454.1299999999
2025-09-30,2025.0,9.0,30.0,LOJA FÍSICA,286314.0,243352.0,24776084.3
2025-10-13,2025.0,10.0,13.0,LOJA FÍSICA,322844.0,276473.0,25705046.53
2026-04-29,2026.0,4.0,29.0,LOJA FÍSICA,328048.0,270071.0,26188438.06
2025-11-13,2025.0,11.0,13.0,TELEVENDAS,3739.0,3576.0,605830.38
2025-11-04,2025.0,11.0,4.0,OUTROS,4362.0,4279.0,370079.68999999994
2025-03-11,2025.0,3.0,11.0,TELEVENDAS,4063.0,3854.0,696994.4099999999
2026-02-17,2026.0,2.0,17.0,LOJA FÍSICA,267107.0,210103.0,18162392.78
2026-03-08,2026.0,3.0,8.0,LOJA FÍSICA,293573.0,234325.0,20705975.15
2025-12-31,2025.0,12.0,31.0,APP,4185.0,4016.0,581540.3400000001
2025-12-01,2025.0,12.0,1.0,TELEVENDAS,3762.0,3602.0,634499.31
2025-10-02,2025.0,10.0,2.0,SITE,2214.0,2157.0,507993.4600000001
2025-05-30,2025.0,5.0,30.0,TELEVENDAS,4294.0,4063.0,704410.08
2025-08-21,2025.0,8.0,21.0,APP,3609.0,3465.0,490191.14
2025-05-12,2025.0,5.0,12.0,OUTROS,3159.0,3116.0,274561.89
2026-04-25,2026.0,4.0,25.0,APP,5744.0,5531.0,851846.7300000001
2025-12-31,2025.0,12.0,31.0,OUTROS,3662.0,3596.0,280607.01
2025-06-13,2025.0,6.0,13.0,TELEVENDAS,4183.0,3994.0,634433.13
2025-09-24,2025.0,9.0,24.0,OUTROS,3072.0,3041.0,239467.86000000002
2025-06-11,2025.0,6.0,11.0,OUTROS,2677.0,2640.0,216544.44
2025-01-07,2025.0,1.0,7.0,TELEVENDAS,4123.0,3863.0,707339.0899999999
2025-03-04,2025.0,3.0,4.0,TELEVENDAS,3333.0,3149.0,414868.44999999995
2025-04-20,2025.0,4.0,20.0,TELEVENDAS,1845.0,1740.0,169263.69
2025-01-28,2025.0,1.0,28.0,SITE,1749.0,1698.0,241133.87
2025-02-14,2025.0,2.0,14.0,LOJA FÍSICA,309957.0,248872.0,23071584.98
2025-01-24,2025.0,1.0,24.0,LOJA FÍSICA,301108.0,244281.0,22537480.840000004
2025-08-04,2025.0,8.0,4.0,LOJA FÍSICA,296369.0,252171.0,24164871.07
2025-02-14,2025.0,2.0,14.0,OUTROS,2762.0,2702.0,227246.64
2025-10-04,2025.0,10.0,4.0,LOJA FÍSICA,349786.0,289529.0,26895659.710000005
2025-01-17,2025.0,1.0,17.0,LOJA FÍSICA,293455.0,234061.0,21722967.369999997
2025-01-27,2025.0,1.0,27.0,LOJA FÍSICA,287769.0,230161.0,21805299.88
2026-02-13,2026.0,2.0,13.0,LOJA FÍSICA,361902.0,299078.0,29218833.12
2026-03-27,2026.0,3.0,27.0,LOJA FÍSICA,332770.0,273831.0,26980730.450000003
2025-03-12,2025.0,3.0,12.0,APP,3102.0,2967.0,336233.49
2025-10-07,2025.0,10.0,7.0,LOJA FÍSICA,362073.0,315480.0,30290296.509999998
2025-06-30,2025.0,6.0,30.0,LOJA FÍSICA,315736.0,265684.0,26288442.08
2025-06-09,2025.0,6.0,9.0,TELEVENDAS,4381.0,4194.0,685105.01
2026-03-28,2026.0,3.0,28.0,LOJA FÍSICA,334278.0,273233.0,25830349.25
2026-03-30,2026.0,3.0,30.0,LOJA FÍSICA,334499.0,269255.0,29236918.400000002
2026-03-11,2026.0,3.0,11.0,LOJA FÍSICA,337637.0,282270.0,27214525.470000003
2025-03-19,2025.0,3.0,19.0,LOJA FÍSICA,301137.0,242198.0,22395359.169999994
2025-03-08,2025.0,3.0,8.0,SITE,2010.0,1941.0,234489.45
2025-06-28,2025.0,6.0,28.0,LOJA FÍSICA,276899.0,224915.0,20375389.23
2025-12-17,2025.0,12.0,17.0,OUTROS,3684.0,3614.0,304049.52999999997
2025-06-16,2025.0,6.0,16.0,LOJA FÍSICA,326961.0,276568.0,26912989.039999995
2025-04-10,2025.0,4.0,10.0,TELEVENDAS,3836.0,3654.0,578050.05
2025-04-24,2025.0,4.0,24.0,TELEVENDAS,3905.0,3701.0,635101.6799999999
2025-07-07,2025.0,7.0,7.0,TELEVENDAS,4423.0,4228.0,715386.73
2025-10-05,2025.0,10.0,5.0,TELEVENDAS,2274.0,2166.0,256770.05
2025-11-21,2025.0,11.0,21.0,TELEVENDAS,3648.0,3489.0,551914.52
2025-11-19,2025.0,11.0,19.0,TELEVENDAS,3756.0,3584.0,621585.4600000001
2025-09-05,2025.0,9.0,5.0,OUTROS,4102.0,4046.0,335045.99
2025-10-13,2025.0,10.0,13.0,OUTROS,3829.0,3790.0,299820.70999999996
2026-03-09,2026.0,3.0,9.0,APP,6479.0,6214.0,1055092.62
2026-03-04,2026.0,3.0,4.0,TELEVENDAS,4174.0,3988.0,732154.69
2025-08-29,2025.0,8.0,29.0,TELEVENDAS,4095.0,3928.0,668398.77
2025-10-08,2025.0,10.0,8.0,TELEVENDAS,3820.0,3656.0,625139.02
2025-02-08,2025.0,2.0,8.0,TELEVENDAS,3454.0,3277.0,482763.5999999999
2026-03-30,2026.0,3.0,30.0,TELEVENDAS,4212.0,3990.0,839564.7499999999
2025-04-04,2025.0,4.0,4.0,OUTROS,3362.0,3303.0,299616.64999999997
2025-11-11,2025.0,11.0,11.0,SITE,2311.0,2217.0,349045.02999999997
2026-04-23,2026.0,4.0,23.0,TELEVENDAS,3780.0,3596.0,578196.38
2025-11-20,2025.0,11.0,20.0,APP,4183.0,3981.0,572747.8400000001
2025-01-08,2025.0,1.0,8.0,SITE,2380.0,2318.0,294204.95
2025-07-02,2025.0,7.0,2.0,OUTROS,3880.0,3814.0,339048.27999999997
2025-03-07,2025.0,3.0,7.0,APP,3926.0,3754.0,447015.35000000003
2025-12-03,2025.0,12.0,3.0,TELEVENDAS,3891.0,3736.0,745457.93
2025-12-12,2025.0,12.0,12.0,APP,3918.0,3764.0,828968.33
2026-02-01,2026.0,2.0,1.0,OUTROS,3947.0,3889.0,287927.54000000004
2026-02-19,2026.0,2.0,19.0,SITE,2279.0,2211.0,551698.99
2025-12-02,2025.0,12.0,2.0,TELEVENDAS,3779.0,3615.0,686791.76
2025-10-18,2025.0,10.0,18.0,APP,3754.0,3584.0,565861.1599999999
2026-03-09,2026.0,3.0,9.0,OUTROS,5705.0,5614.0,468727.73
2026-04-28,2026.0,4.0,28.0,APP,5503.0,5311.0,904968.52
2025-08-28,2025.0,8.0,28.0,APP,3741.0,3583.0,669104.76
2025-01-19,2025.0,1.0,19.0,OUTROS,2955.0,2910.0,241499.78
2025-07-07,2025.0,7.0,7.0,APP,4562.0,4380.0,652935.06
2025-05-29,2025.0,5.0,29.0,TELEVENDAS,4552.0,4340.0,736093.99
2025-11-26,2025.0,11.0,26.0,APP,5519.0,5189.0,956334.47
2026-02-24,2026.0,2.0,24.0,TELEVENDAS,3760.0,3615.0,621474.25
2025-11-25,2025.0,11.0,25.0,OUTROS,4205.0,4102.0,360526.37
2025-07-24,2025.0,7.0,24.0,APP,3258.0,3140.0,437345.37
2026-04-24,2026.0,4.0,24.0,APP,5877.0,5652.0,872899.39
2025-11-17,2025.0,11.0,17.0,TELEVENDAS,3817.0,3595.0,627428.5499999999
2026-02-05,2026.0,2.0,5.0,SITE,2731.0,2645.0,599478.68
2025-11-24,2025.0,11.0,24.0,APP,7226.0,6642.0,1382543.8800000001
2025-03-19,2025.0,3.0,19.0,TELEVENDAS,3874.0,3669.0,634267.46
2025-08-29,2025.0,8.0,29.0,APP,4082.0,3929.0,665184.1100000001
2025-05-03,2025.0,5.0,3.0,APP,3070.0,2964.0,384238.75
2025-04-01,2025.0,4.0,1.0,SITE,2055.0,1959.0,311866.57
2026-05-05,2026.0,5.0,5.0,SITE,3043.0,2947.0,563805.3300000001
2026-03-17,2026.0,3.0,17.0,OUTROS,4815.0,4740.0,408896.20999999996
2025-01-27,2025.0,1.0,27.0,TELEVENDAS,3604.0,3439.0,566475.5599999999
2025-03-25,2025.0,3.0,25.0,APP,2880.0,2749.0,312674.49
2025-07-05,2025.0,7.0,5.0,SITE,1701.0,1667.0,252689.25000000003
2025-02-09,2025.0,2.0,9.0,TELEVENDAS,2282.0,2141.0,242440.06
2026-01-01,2026.0,1.0,1.0,OUTROS,4041.0,3980.0,272528.65
2025-10-06,2025.0,10.0,6.0,SITE,2633.0,2543.0,535871.93
2026-04-13,2026.0,4.0,13.0,APP,5929.0,5704.0,917041.74
2025-08-15,2025.0,8.0,15.0,APP,3917.0,3775.0,552234.67
2025-01-11,2025.0,1.0,11.0,APP,2433.0,2311.0,241847.36999999997
2025-03-29,2025.0,3.0,29.0,APP,3609.0,3435.0,486238.76999999996
2025-06-01,2025.0,6.0,1.0,OUTROS,3714.0,3654.0,290549.62
2025-01-11,2025.0,1.0,11.0,SITE,1395.0,1353.0,147220.09
2025-07-14,2025.0,7.0,14.0,SITE,2122.0,2079.0,349882.1699999999
2025-09-27,2025.0,9.0,27.0,TELEVENDAS,3056.0,2916.0,558193.95
2025-09-14,2025.0,9.0,14.0,SITE,1407.0,1375.0,172915.72
2025-02-05,2025.0,2.0,5.0,APP,2904.0,2786.0,326530.01
2025-06-19,2025.0,6.0,19.0,APP,3664.0,3507.0,512603.79999999993
2026-04-23,2026.0,4.0,23.0,SITE,2102.0,2053.0,398721.44
2025-12-29,2025.0,12.0,29.0,OUTROS,3889.0,3833.0,304274.01
2025-12-23,2025.0,12.0,23.0,SITE,2236.0,2166.0,488853.07999999996
2025-09-07,2025.0,9.0,7.0,TELEVENDAS,2637.0,2524.0,281588.24
2025-06-03,2025.0,6.0,3.0,TELEVENDAS,4555.0,4305.0,717232.89
2026-03-16,2026.0,3.0,16.0,TELEVENDAS,3876.0,3727.0,625323.0700000001
2025-09-05,2025.0,9.0,5.0,TELEVENDAS,4978.0,4749.0,1182703.28
2026-02-28,2026.0,2.0,28.0,OUTROS,5089.0,5008.0,392114.27
2025-01-18,2025.0,1.0,18.0,TELEVENDAS,3302.0,3112.0,447529.82000000007
2026-03-05,2026.0,3.0,5.0,SITE,2464.0,2399.0,495908.54000000004
2025-09-27,2025.0,9.0,27.0,SITE,1943.0,1880.0,417137.04000000004
2025-03-14,2025.0,3.0,14.0,SITE,1725.0,1686.0,218034.51
2025-04-21,2025.0,4.0,21.0,SITE,1205.0,1183.0,157177.19
2025-09-02,2025.0,9.0,2.0,APP,4193.0,4040.0,699490.28
2025-10-28,2025.0,10.0,28.0,SITE,2001.0,1946.0,301329.74
2026-01-08,2026.0,1.0,8.0,SITE,2808.0,2730.0,600672.11
2026-01-17,2026.0,1.0,17.0,TELEVENDAS,3063.0,2908.0,413275.55
2025-03-18,2025.0,3.0,18.0,OUTROS,2761.0,2711.0,226835.38999999998
2026-02-01,2026.0,2.0,1.0,TELEVENDAS,1997.0,1921.0,230053.67
2025-07-18,2025.0,7.0,18.0,LOJA FÍSICA,325393.0,268623.0,25169581.5
2026-01-17,2026.0,1.0,17.0,LOJA FÍSICA,329721.0,262977.0,24404039.22
2026-02-20,2026.0,2.0,20.0,LOJA FÍSICA,337833.0,281072.0,26139476.77
2026-02-07,2026.0,2.0,7.0,APP,5893.0,5645.0,1088948.63
2025-11-15,2025.0,11.0,15.0,OUTROS,4040.0,3959.0,309055.24999999994
2025-05-08,2025.0,5.0,8.0,OUTROS,3327.0,3282.0,291812.26000000007
2025-06-06,2025.0,6.0,6.0,TELEVENDAS,4542.0,4313.0,774722.13
2025-05-08,2025.0,5.0,8.0,SITE,2131.0,2066.0,298762.30000000005
2025-01-29,2025.0,1.0,29.0,TELEVENDAS,3713.0,3524.0,588980.62
2025-10-13,2025.0,10.0,13.0,APP,3851.0,3720.0,678732.59
2026-02-04,2026.0,2.0,4.0,TELEVENDAS,3758.0,3596.0,690126.0
2025-04-19,2025.0,4.0,19.0,OUTROS,3097.0,3039.0,250597.59
2025-03-08,2025.0,3.0,8.0,OUTROS,3426.0,3366.0,282281.01
2025-09-26,2025.0,9.0,26.0,APP,4118.0,3957.0,616221.4199999999
2025-10-04,2025.0,10.0,4.0,SITE,1890.0,1835.0,363898.48000000004
2025-10-10,2025.0,10.0,10.0,TELEVENDAS,3704.0,3514.0,696415.02
2025-11-02,2025.0,11.0,2.0,OUTROS,2294.0,2267.0,195381.09
2025-12-04,2025.0,12.0,4.0,APP,4253.0,4122.0,883989.85
2025-04-17,2025.0,4.0,17.0,OUTROS,3274.0,3211.0,283794.6
2025-11-18,2025.0,11.0,18.0,TELEVENDAS,3844.0,3670.0,616667.5200000001
2025-09-28,2025.0,9.0,28.0,OUTROS,3446.0,3394.0,252476.39
2026-01-24,2026.0,1.0,24.0,TELEVENDAS,2824.0,2686.0,368162.37000000005
2025-08-01,2025.0,8.0,1.0,TELEVENDAS,4044.0,3873.0,685988.71
2025-09-11,2025.0,9.0,11.0,APP,4004.0,3808.0,481160.86000000004
2025-10-21,2025.0,10.0,21.0,APP,4349.0,4144.0,920099.6299999999
2025-12-16,2025.0,12.0,16.0,TELEVENDAS,3669.0,3502.0,618494.0599999999
2025-12-11,2025.0,12.0,11.0,TELEVENDAS,3636.0,3490.0,669283.5900000001
2025-10-16,2025.0,10.0,16.0,TELEVENDAS,3722.0,3559.0,637558.22
2025-08-21,2025.0,8.0,21.0,OUTROS,3593.0,3534.0,313201.85
2025-03-11,2025.0,3.0,11.0,OUTROS,2674.0,2615.0,220495.96999999997
2025-05-17,2025.0,5.0,17.0,SITE,1475.0,1431.0,186331.83000000002
2025-10-20,2025.0,10.0,20.0,APP,3222.0,3081.0,499276.38
2025-06-23,2025.0,6.0,23.0,SITE,2258.0,2213.0,334916.93000000005
2026-03-31,2026.0,3.0,31.0,TELEVENDAS,5243.0,4981.0,1385163.79
2025-11-28,2025.0,11.0,28.0,OUTROS,5326.0,5215.0,493004.98999999993
2025-10-18,2025.0,10.0,18.0,SITE,1619.0,1561.0,268457.95999999996
2025-08-28,2025.0,8.0,28.0,TELEVENDAS,3948.0,3777.0,686533.04
2025-02-12,2025.0,2.0,12.0,TELEVENDAS,4059.0,3844.0,631465.1799999999
2025-04-16,2025.0,4.0,16.0,APP,3691.0,3520.0,472775.04999999993
2025-07-26,2025.0,7.0,26.0,TELEVENDAS,3324.0,3177.0,494932.17
2025-08-12,2025.0,8.0,12.0,OUTROS,3230.0,3199.0,269683.73
2026-01-10,2026.0,1.0,10.0,TELEVENDAS,3168.0,3032.0,427073.79
2025-06-27,2025.0,6.0,27.0,TELEVENDAS,4010.0,3794.0,618970.87
2025-11-14,2025.0,11.0,14.0,APP,4642.0,4450.0,820183.8500000001
2025-09-09,2025.0,9.0,9.0,TELEVENDAS,4379.0,4227.0,724426.97
2025-11-07,2025.0,11.0,7.0,TELEVENDAS,4855.0,4602.0,839652.1300000001
2025-07-21,2025.0,7.0,21.0,APP,3771.0,3636.0,493256.1000000001
2026-04-11,2026.0,4.0,11.0,TELEVENDAS,3332.0,3182.0,457305.88
2025-02-26,2025.0,2.0,26.0,SITE,2040.0,1993.0,324805.44999999995
2025-10-30,2025.0,10.0,30.0,SITE,2282.0,2167.0,409819.09
2025-09-04,2025.0,9.0,4.0,APP,4280.0,4142.0,666298.05
2025-07-21,2025.0,7.0,21.0,OUTROS,3308.0,3260.0,269378.36
2025-05-09,2025.0,5.0,9.0,TELEVENDAS,4349.0,4164.0,679421.79
2025-03-02,2025.0,3.0,2.0,OUTROS,3086.0,3036.0,233574.27
2025-09-19,2025.0,9.0,19.0,SITE,2297.0,2233.0,572630.35
2026-03-31,2026.0,3.0,31.0,SITE,3252.0,3076.0,790221.02
2025-07-24,2025.0,7.0,24.0,OUTROS,2247.0,2216.0,183140.35000000003
2025-06-17,2025.0,6.0,17.0,SITE,2173.0,2132.0,411365.23
2026-03-12,2026.0,3.0,12.0,SITE,2465.0,2383.0,485383.69
2025-06-21,2025.0,6.0,21.0,TELEVENDAS,3403.0,3254.0,763708.43
2025-07-13,2025.0,7.0,13.0,APP,2973.0,2852.0,383203.43000000005
2025-05-31,2025.0,5.0,31.0,SITE,1817.0,1770.0,249075.83
2025-08-17,2025.0,8.0,17.0,APP,3253.0,3118.0,402532.29000000004
2025-12-18,2025.0,12.0,18.0,OUTROS,3699.0,3645.0,299769.56
2025-04-08,2025.0,4.0,8.0,SITE,1750.0,1719.0,249695.1
2026-02-10,2026.0,2.0,10.0,OUTROS,3561.0,3508.0,272755.70999999996
2026-04-20,2026.0,4.0,20.0,OUTROS,5163.0,5104.0,404650.79
2025-08-11,2025.0,8.0,11.0,TELEVENDAS,4097.0,3947.0,619270.47
2025-06-01,2025.0,6.0,1.0,APP,3028.0,2912.0,364631.99000000005
2026-01-31,2026.0,1.0,31.0,SITE,2148.0,2075.0,387485.31
2025-09-03,2025.0,9.0,3.0,SITE,2280.0,2219.0,433048.35000000003
2025-08-11,2025.0,8.0,11.0,OUTROS,3171.0,3132.0,260933.71000000002
2025-08-30,2025.0,8.0,30.0,TELEVENDAS,3494.0,3361.0,501474.97000000003
2025-06-08,2025.0,6.0,8.0,APP,3400.0,3262.0,437531.26
2025-08-31,2025.0,8.0,31.0,APP,3191.0,3082.0,467700.20000000007
2026-02-03,2026.0,2.0,3.0,SITE,2631.0,2555.0,511281.36
2025-06-21,2025.0,6.0,21.0,SITE,1855.0,1792.0,657273.72
2025-05-14,2025.0,5.0,14.0,SITE,1933.0,1878.0,366630.5200000001
2025-04-12,2025.0,4.0,12.0,SITE,1524.0,1485.0,198520.93000000002
2025-01-12,2025.0,1.0,12.0,OUTROS,2354.0,2314.0,184539.24
2025-10-05,2025.0,10.0,5.0,APP,3120.0,2990.0,438768.70999999996
2026-01-07,2026.0,1.0,7.0,APP,5402.0,5179.0,993511.4099999999
2025-05-04,2025.0,5.0,4.0,TELEVENDAS,2320.0,2222.0,245998.36000000002
2025-10-19,2025.0,10.0,19.0,TELEVENDAS,2068.0,1966.0,227535.84000000003
2025-04-23,2025.0,4.0,23.0,TELEVENDAS,3920.0,3717.0,635057.13
2025-01-01,2025.0,1.0,1.0,APP,1284.0,1227.0,119403.6
2026-02-15,2026.0,2.0,15.0,SITE,1489.0,1449.0,211538.36
2025-10-20,2025.0,10.0,20.0,SITE,1971.0,1915.0,381614.75
2025-06-26,2025.0,6.0,26.0,SITE,2027.0,1985.0,291357.10000000003
2025-02-07,2025.0,2.0,7.0,OUTROS,3296.0,3216.0,280294.68999999994
2026-04-15,2026.0,4.0,15.0,SITE,2838.0,2758.0,508975.9600000001
2025-02-05,2025.0,2.0,5.0,SITE,1761.0,1716.0,247893.34
2025-12-02,2025.0,12.0,2.0,OUTROS,3557.0,3492.0,289874.27
2025-11-21,2025.0,11.0,21.0,SITE,2184.0,2105.0,304295.04
2025-05-20,2025.0,5.0,20.0,OUTROS,3124.0,3077.0,269133.29
2026-02-18,2026.0,2.0,18.0,SITE,2199.0,2144.0,495028.51000000007
2026-05-06,2026.0,5.0,6.0,OUTROS,132.0,128.0,8709.279999999999
2025-02-09,2025.0,2.0,9.0,SITE,1122.0,1088.0,118581.29999999999
2025-09-21,2025.0,9.0,21.0,APP,3132.0,3018.0,410062.94
2025-01-28,2025.0,1.0,28.0,APP,2476.0,2390.0,285275.19
2025-11-26,2025.0,11.0,26.0,SITE,2659.0,2545.0,565335.48
2026-01-01,2026.0,1.0,1.0,APP,2271.0,2181.0,270507.62
2025-09-23,2025.0,9.0,23.0,SITE,2103.0,2046.0,409139.08
2025-10-07,2025.0,10.0,7.0,SITE,2490.0,2410.0,455127.61
2025-02-14,2025.0,2.0,14.0,SITE,1515.0,1479.0,168036.66999999998
2026-01-12,2026.0,1.0,12.0,SITE,2545.0,2461.0,485862.55
2025-04-28,2025.0,4.0,28.0,SITE,1877.0,1833.0,266675.33
2026-04-26,2026.0,4.0,26.0,SITE,1416.0,1374.0,210577.95
2025-08-30,2025.0,8.0,30.0,SITE,1731.0,1691.0,327490.0
2026-05-06,2026.0,5.0,6.0,SITE,106.0,106.0,12418.19
2026-03-05,2026.0,3.0,5.0,APP,6127.0,5885.0,988637.47
2025-09-30,2025.0,9.0,30.0,TELEVENDAS,4316.0,4114.0,829464.26
2025-11-24,2025.0,11.0,24.0,OUTROS,4034.0,3939.0,344001.89
2025-02-20,2025.0,2.0,20.0,TELEVENDAS,3653.0,3504.0,590770.0700000001
2026-02-02,2026.0,2.0,2.0,APP,5441.0,5238.0,923920.93
2025-07-06,2025.0,7.0,6.0,TELEVENDAS,2705.0,2591.0,281443.85
2025-07-27,2025.0,7.0,27.0,SITE,1309.0,1278.0,167762.49
2025-09-01,2025.0,9.0,1.0,APP,4370.0,4235.0,692369.7700000001
2025-07-30,2025.0,7.0,30.0,APP,3915.0,3732.0,566055.07
2025-05-01,2025.0,5.0,1.0,OUTROS,3841.0,3795.0,302060.86
2025-09-10,2025.0,9.0,10.0,SITE,2361.0,2246.0,394986.11
2026-01-12,2026.0,1.0,12.0,APP,4802.0,4623.0,785542.61
2025-04-11,2025.0,4.0,11.0,SITE,1906.0,1863.0,270465.14999999997
2025-09-12,2025.0,9.0,12.0,TELEVENDAS,4077.0,3925.0,626000.6000000001
2025-07-16,2025.0,7.0,16.0,SITE,2254.0,2187.0,359816.45
2025-06-10,2025.0,6.0,10.0,APP,4750.0,4503.0,662026.5399999999
2026-01-03,2026.0,1.0,3.0,APP,4103.0,3939.0,652846.61
2025-01-20,2025.0,1.0,20.0,LOJA FÍSICA,311558.0,249666.0,23112947.3
2025-02-03,2025.0,2.0,3.0,LOJA FÍSICA,306111.0,248176.0,23992087.310000002
2025-01-18,2025.0,1.0,18.0,APP,2985.0,2859.0,351160.83999999997
2026-04-01,2026.0,4.0,1.0,LOJA FÍSICA,356816.0,295667.0,28905136.060000002
2025-09-29,2025.0,9.0,29.0,LOJA FÍSICA,314328.0,266861.0,25014545.85
2025-07-26,2025.0,7.0,26.0,LOJA FÍSICA,300186.0,242764.0,21594085.819999997
2025-05-02,2025.0,5.0,2.0,LOJA FÍSICA,361072.0,294664.0,28658938.709999997
2026-03-25,2026.0,3.0,25.0,LOJA FÍSICA,313355.0,258907.0,25537342.089999996
2026-03-01,2026.0,3.0,1.0,LOJA FÍSICA,273037.0,215271.0,19078235.040000003
2025-05-15,2025.0,5.0,15.0,APP,2825.0,2728.0,396465.75000000006
2025-04-14,2025.0,4.0,14.0,LOJA FÍSICA,301258.0,250161.0,23394574.66
2025-06-14,2025.0,6.0,14.0,LOJA FÍSICA,306840.0,249934.0,22960331.89
2026-04-24,2026.0,4.0,24.0,LOJA FÍSICA,305329.0,250239.0,24250622.949999996
2026-05-03,2026.0,5.0,3.0,LOJA FÍSICA,276894.0,207794.0,19660152.51
2025-02-06,2025.0,2.0,6.0,LOJA FÍSICA,328510.0,266916.0,26048671.720000003
2025-01-21,2025.0,1.0,21.0,LOJA FÍSICA,306265.0,244054.0,23070021.73
2025-03-27,2025.0,3.0,27.0,LOJA FÍSICA,280046.0,225191.0,21745015.97
2025-08-03,2025.0,8.0,3.0,LOJA FÍSICA,225065.0,178370.0,15457053.810000002
2025-02-20,2025.0,2.0,20.0,LOJA FÍSICA,292206.0,234166.0,21607797.23
2025-02-09,2025.0,2.0,9.0,LOJA FÍSICA,249093.0,190267.0,16491857.590000002
2026-01-10,2026.0,1.0,10.0,LOJA FÍSICA,343857.0,279514.0,26427948.51
2025-01-06,2025.0,1.0,6.0,LOJA FÍSICA,334488.0,272313.0,26349732.51
2025-03-21,2025.0,3.0,21.0,LOJA FÍSICA,326042.0,262331.0,24391845.319999997
2026-05-04,2026.0,5.0,4.0,LOJA FÍSICA,355486.0,288549.0,29733453.92
2026-03-18,2026.0,3.0,18.0,LOJA FÍSICA,326641.0,269594.0,25873555.92
2025-06-05,2025.0,6.0,5.0,LOJA FÍSICA,322779.0,266469.0,26289135.770000003
2025-08-25,2025.0,8.0,25.0,LOJA FÍSICA,310651.0,263695.0,24240458.86
2025-04-07,2025.0,4.0,7.0,LOJA FÍSICA,308615.0,253030.0,23920636.22
2026-04-17,2026.0,4.0,17.0,LOJA FÍSICA,339487.0,280900.0,26477315.66
2025-02-13,2025.0,2.0,13.0,TELEVENDAS,3915.0,3695.0,749372.33
2025-12-23,2025.0,12.0,23.0,LOJA FÍSICA,395489.0,329654.0,33861400.82000001
